,0
0,19.49115957665109
1,18.502055564060942
2,19.53987779888236
3,18.810032398272284
4,17.44218830611105
5,20.295597487776977
6,23.255617778274555
7,23.461598358509505
8,21.024262838816625
9,23.152154313560338
10,20.123741815060285
11,19.22182849424062
12,19.090963416595585
13,20.792501180627514
14,19.347938275144795
15,20.91923421749017
16,22.824510498822736
17,20.71575737052475
18,22.432563645331573
19,19.95896319435504
20,16.991687516980452
21,20.52369204999715
22,19.62971731277615
23,18.384022472020646
24,16.124607723899945
25,22.818535251129706
26,23.54095735240877
27,21.4068040602361
28,20.166447809653114
29,19.203281921789255
