,0
0,19.491209041909876
1,18.502113372851923
2,19.539886669851942
3,18.810134164413007
4,17.4422557438536
5,20.295563163943704
6,23.255477571858577
7,23.461374027800577
8,21.024252569751347
9,23.152136160700394
10,20.12377443514831
11,19.221814300271742
12,19.09100026602047
13,20.79255835507798
14,19.34794666616052
15,20.91926747127893
16,22.82439652284547
17,20.7156878411729
18,22.432477041623596
19,19.95895750860158
20,16.991771710219812
21,20.52373250310528
22,19.62974925201369
23,18.384007908844012
24,16.124804955850156
25,22.81857582515707
26,23.54078479652928
27,21.40674188254794
28,20.166470818182567
29,19.203377452413832
