,0
0,2.1965561238916655
1,2.3778903708948937
2,2.1371154957123055
3,2.0298289428835483
4,1.9661551456261779
5,2.0310589888684247
6,2.024587711768304
7,2.1749199267708557
8,2.093431742756973
9,2.0015025094105092
10,2.018196168556941
11,2.147525201078451
12,2.11093214043144
13,1.9558478279839906
14,2.1856912949497045
15,2.1848237323524153
16,2.054179091427264
17,2.0699999347410394
18,2.0844284773981356
19,1.9796973311236363
20,2.132384096394489
21,2.059968652372691
22,2.071154314933354
23,2.400726548006072
24,2.1947785858551847
25,3.1107348360831084
26,2.1865009632649857
27,2.0484707933454427
28,2.2435138082086286
29,2.0446546294845676
