,0
0,2.096942284314047
1,2.0991615234312957
2,2.0975929512803604
3,2.097670411633493
4,2.097221141585324
5,2.0977207608630293
6,2.098561205694518
7,2.099312571119904
8,2.096585966689637
9,2.095133585068401
10,2.097221141585324
11,2.09938615845538
12,2.0970197446671794
13,2.0962954903653896
14,2.0968958081021674
15,2.0961715538003776
16,2.0980228562402465
17,2.0989213963365843
18,2.0983869198999696
19,2.097434157556439
20,2.098100316593379
21,2.096957776384673
22,2.098181649964168
23,2.0977594910395956
24,2.0980189832225897
25,2.0956603154697024
26,2.1005674288406517
27,2.0969074271551373
28,2.098917523318928
29,2.097821459322102
