,0
0,20.242241621353745
1,18.40669478436729
2,19.98691333409317
3,18.60503347092936
4,19.412643138065715
5,21.56673142732617
6,20.79027592472899
7,20.096395295561194
8,20.76824737826577
9,21.256433019009137
10,21.713728976888785
11,19.975876989164814
12,21.141642243198053
13,20.749007345428254
14,19.023714269500523
15,22.539147365953504
16,21.589818775655306
17,19.327716065152533
18,20.602460512655988
19,21.503710963037552
20,19.452193736794754
21,19.75052489626565
22,20.95293911108798
23,19.182819172136526
24,16.944224493328022
25,22.655316922526417
26,21.02567988687541
27,21.844514479385793
28,20.8759160709092
29,21.268103050899963
