,0
0,20.478571619506823
1,19.122642825729965
2,19.986913334093167
3,18.605033470929357
4,18.960958012038233
5,21.42603676106304
6,20.18155092472899
7,20.308679578222794
8,20.41567124482011
9,21.46702940318868
10,21.814692177940515
11,20.79629743833623
12,21.1550085922075
13,20.6819375291388
14,18.65507574236409
15,21.786187170215552
16,21.588269673907106
17,18.8675250004201
18,20.669370247139543
19,21.503710963037552
20,19.452193736794754
21,20.019751861712912
22,20.85771568851775
23,19.610109996641075
24,16.370251555242174
25,22.651978257060335
26,20.89291299094388
27,21.628477612392693
28,21.222171528707502
29,21.26810305089996
