,0
0,19.54029195963871
1,20.94964330463699
2,20.889762570100253
3,19.828390602498192
4,18.573646651654943
5,20.228177843292375
6,20.518372776990145
7,19.666387008729878
8,19.76153396569362
9,20.22891886074453
10,19.04089219487008
11,21.212098046692144
12,21.16384762985886
13,20.908149165843987
14,19.727816644114302
15,20.464689545571584
16,21.66360478668333
17,20.64306103644261
18,19.391196412244756
19,21.52209170025799
20,20.520985541233497
21,20.989924140452437
22,20.45327049218368
23,20.056088487191268
24,20.15714593918167
25,20.675942927529633
26,19.882175590537127
27,19.461996550410728
28,20.418491116387784
29,20.65370650833288
