,0
0,2.0800799504454073
1,1.9536424011871145
2,1.9541735128127478
3,2.1766860818187252
4,2.0345756651026528
5,1.9046245552374166
6,2.1606849035817395
7,2.115104917778978
8,2.0635208421759526
9,2.168707924367238
10,2.1300770360291397
11,2.1390685816459603
12,2.1824755226709986
13,2.223538095299361
14,2.133117543874266
15,2.1848392001253867
16,2.0274115402132744
17,2.1247481632234844
18,2.116273572452808
19,1.9452874696202411
20,2.0860304891178445
21,2.0381148671275544
22,2.3201885261776756
23,2.27399186488773
24,2.053429252534105
25,2.077218571248034
26,2.079189694301151
27,2.120983963085428
28,2.1190914473529103
29,2.097698317748393
