,0
0,2.1344150000000015
1,2.0103316666666675
2,1.9614319047619058
3,2.2080599999999997
4,2.0704285714285713
5,1.9480050000000018
6,2.2035741666666655
7,2.1231899999999997
8,2.073809583333333
9,2.1242000000000005
10,2.0577550000000002
11,2.0838275000000004
12,2.404435
13,2.2284650000000004
14,2.2462774999999997
15,2.281412500000001
16,2.0499149999999995
17,2.3598449999999995
18,2.1491075000000004
19,1.9837400000000007
20,2.086948333333334
21,2.034703571428571
22,2.334140000000001
23,2.4750324999999997
24,2.1626349999999994
25,2.10662
26,2.1359883333333323
27,2.1790716666666667
28,2.295435000000001
29,2.1557410119047624
