,
A.1,-0.590927826341697
A.6,-0.573092246651065
A.7,-0.573092246651065
A.8,-0.573092246651065
A,-0.536118553318739
A.2,-0.536118553318739
A.3,-0.536118553318739
A.4,-0.536118553318739
A.10,-0.48006512051617
A.72,-0.45133857602476
A.166,-0.45133857602476
A.9,-0.435406698564593
A.5,-0.43444089665484
A.164,-0.43444089665484
A.135,-0.386196925876857
A.136,-0.386196925876857
A.73,-0.367108621571188
A.134,-0.338869496834943
A.137,-0.338869496834943
A.109,-0.338869496834943
A.142,-0.338869496834943
A.11,-0.338869496834943
A.773,-0.338869496834943
A.776,-0.338869496834943
A.89,-0.311749325707824
A.87,-0.311749325707824
A.86,-0.311749325707824
A.661,-0.311749325707824
A.480,-0.295789546658614
A.481,-0.295789546658614
A.165,-0.295789546658614
A.328,-0.295789546658614
A.18,-0.295789546658614
A.803,-0.295789546658614
A.794,-0.291866028708134
A.798,-0.291866028708134
A.12,-0.291866028708134
A.13,-0.291866028708134
A.15,-0.291866028708134
A.107,-0.291866028708134
A.108,-0.291866028708134
A.140,-0.291866028708134
A.145,-0.291866028708134
A.838,-0.291866028708134
A.77,-0.282296650717703
A.74,-0.258815853326288
A.78,-0.258815853326288
A.79,-0.258815853326288
A.88,-0.258815853326288
A.90,-0.258815853326288
A.93,-0.258815853326288
A.151,-0.258815853326288
A.327,-0.258815853326288
A.478,-0.258815853326288
A.479,-0.258815853326288
A.482,-0.258815853326288
A.483,-0.258815853326288
A.484,-0.258815853326288
A.485,-0.258815853326288
A.486,-0.258815853326288
A.569,-0.258815853326288
A.572,-0.258815853326288
A.574,-0.258815853326288
A.607,-0.258815853326288
A.700,-0.258815853326288
A.71,-0.258815853326287
A.252,-0.258815853326287
A.609,-0.246607675559921
A.784,-0.246607675559921
A.823,-0.246607675559921
A.14,-0.244557994022259
A.139,-0.244557994022259
A.143,-0.244557994022259
A.552,-0.244557994022259
A.553,-0.244557994022259
A.554,-0.244557994022259
A.555,-0.244557994022259
A.817,-0.244557994022259
A.144,-0.244557994022259
A.146,-0.244557994022259
A.75,-0.225912997889962
A.85,-0.225912997889962
A.905,-0.225912997889962
A.906,-0.225912997889962
A.908,-0.225912997889962
A.855,-0.207514339159823
A.69,-0.207514339159822
A.70,-0.207514339159822
A.84,-0.207514339159822
A.91,-0.207514339159822
A.92,-0.207514339159822
A.249,-0.207514339159822
A.250,-0.207514339159822
A.326,-0.207514339159822
A.392,-0.207514339159822
A.487,-0.207514339159822
A.530,-0.207514339159822
A.570,-0.207514339159822
A.573,-0.207514339159822
A.575,-0.207514339159822
A.701,-0.207514339159822
A.704,-0.207514339159822
A.780,-0.207514339159822
A.811,-0.207514339159822
A.17,-0.197673873153717
A.147,-0.197673873153717
A.551,-0.197673873153717
A.563,-0.197673873153717
A.608,-0.197673873153717
A.16,-0.197673873153717
A.132,-0.197673873153717
A.133,-0.197673873153717
A.387,-0.197673873153717
A.560,-0.197673873153717
A.138,-0.196227812235748
