,0
0,2.083197263190681
1,1.9611836094769084
2,1.8557175622881728
3,2.2266098132233436
4,2.0844934016325016
5,1.9961129155168813
6,2.2038387764114384
7,2.1078855471747753
8,2.098721455410928
9,2.002483160503018
10,2.1051898160214058
11,2.0188233501626467
12,2.145292637045855
13,2.150136831484302
14,2.1848601585970377
15,2.213845288381832
16,1.9560868970610048
17,2.157696121296377
18,2.146955281223781
19,1.965280160362502
20,2.060256779230755
21,2.042625700628531
22,2.2503467700521527
23,2.332407732571489
24,2.1227449139261902
25,2.0999922369005732
26,2.127209395635719
27,2.103325126620542
28,2.1516001320914606
29,2.096058404272306
