,0
0,20.729542133943514
1,20.269783888652867
2,20.818942538901272
3,20.09491400007458
4,20.3588984520464
5,19.72330578080157
6,20.075254387566133
7,20.371088257098016
8,20.56305193943344
9,20.823398849304017
10,20.002663822283328
11,20.09657618061327
12,19.95909598670259
13,20.005117575596778
14,19.89336629824815
15,19.40783926793715
16,19.870165481263673
17,20.00701813943665
18,20.059867709354222
19,20.705643647525445
20,20.44662663426472
21,20.49091876162418
22,19.602636062865468
23,18.944981919825107
24,20.2803890397726
25,20.270288521178617
26,19.906875041100907
27,20.615689374263514
28,19.63071302142611
29,20.173662836863524
