,0
0,20.7206995992972
1,21.7206995992972
2,22.7206995992972
3,23.7206995992972
4,24.7206995992972
5,25.7206995992972
6,26.7206995992972
7,27.7206995992972
8,28.7206995992972
9,29.7206995992972
10,30.7206995992972
11,31.7206995992972
12,32.7206995992972
13,33.7206995992972
14,34.7206995992972
15,35.7206995992972
16,36.7206995992972
17,37.7206995992972
18,38.7206995992972
19,39.7206995992972
20,40.7206995992972
21,41.7206995992972
22,42.7206995992972
23,43.7206995992972
24,44.7206995992972
25,45.7206995992972
26,46.7206995992972
27,47.7206995992972
28,48.7206995992972
29,19.8611522225336
