,0
0,20.47697976034914
1,18.915056444327877
2,22.604211792866295
3,20.2803275106723
4,20.219557037315617
5,21.396905584099493
6,18.29146454677827
7,22.98406512593321
8,23.07864714452547
9,20.249417849768186
10,15.526116544751957
11,24.896979482415464
12,19.998518949661648
13,25.644972741739835
14,16.438601229938936
15,17.72542601216649
16,27.500997910746356
17,21.25536112190024
18,10.744491948097988
19,20.720669581023866
20,22.332331407629397
21,20.722711502985735
22,15.183722987094857
23,10.918562165213618
24,22.544891863693152
25,28.52367827129981
26,25.5828547146913
27,20.22517174495757
28,16.144816165900032
29,18.064790857455897
