,0
0,20.284027574948215
1,20.510342737303432
2,19.5489083312713
3,19.879081045482945
4,19.670462741464284
5,19.626096977688842
6,20.477502814776596
7,19.85504005230009
8,20.72428865145297
9,20.45654667483626
10,20.5636793887697
11,19.423084715907063
12,21.030704221050975
13,20.119649407893057
14,20.15642910022917
15,19.91733394720137
16,19.65255589052487
17,19.9474642068461
18,20.58186855705491
19,20.211963688370293
20,19.821425158499512
21,20.084594388822335
22,19.65469149685285
23,19.999204762923
24,20.721051874159194
25,19.70848711788065
26,20.66395365642059
27,21.989929233600947
28,20.510196549603414
29,21.198820232544698
