,0
0,2.0106764705882356
1,1.9891304347826093
2,1.9641923076923078
3,2.370113636363637
4,2.032277777777778
5,1.9999375000000004
6,2.397733333333334
7,2.09328125
8,2.09328125
9,2.072225
10,2.089706896551724
11,2.03705
12,2.2112916666666664
13,2.607111111111112
14,2.298782608695652
15,2.3345000000000002
16,2.0029032258064516
17,2.2982249999999995
18,2.132571428571429
19,2.0198428571428577
20,2.01375
21,1.9999375000000004
22,2.381964285714286
23,2.480166666666667
24,2.2743424657534246
25,2.0796458333333327
26,2.072225
27,2.0913939393939396
28,2.128575
29,2.059071428571429
