,0
0,2.2569316239316226
1,2.2143347457627125
2,2.1283798076923097
3,2.1237836538461554
4,2.185988235294118
5,2.0593770491803287
6,2.0593770491803287
7,2.2240517241379307
8,2.093247933884298
9,1.892157142857144
10,2.02275
11,2.2240517241379307
12,2.0200384615384612
13,2.0764181818181826
14,2.084949999999999
15,2.0593770491803287
16,1.9444687500000004
17,2.1283798076923097
18,2.093247933884298
19,2.051466216216216
20,2.1237836538461554
21,1.9883776223776228
22,2.1283798076923097
23,2.193143442622951
24,2.1350833333333337
25,2.1350833333333337
26,2.0764181818181826
27,2.1234489795918368
28,2.1235624999999994
29,2.0426014492753626
